Round,Data_set,Study,SR_analysis,Diversity_analysis,Evenness_analysis,Country,Continent,Habitat,Life_form,Latitude,Longitude,Plot_type,Plot_size_min,Plot_size_max,Year1_min,Year1_max,Year2_min,Year2_max,Duration,N_time_points,N_plots_Year1,N_plots_Year2,SR_Year1_CT,SR_Year1_STDEV,SR_Year2_CT,SR_Year2_STDEV,Delta_SR_CT,Delta_SR_STDEV,CT,log_SR_ratio,Diversity_Year1_CT,Diversity_Year2_CT,Evenness_Year1_CT,Evenness_Year2_CT,Datathief,Driver
1,121,s57,1,0,0,"USA, New Mexico",NorthAmerica,Grassland,most,32.810362,-106.847992,permanent,1,1,1926,1926,1979,1979,53,39,6,6,10.2484,,1.73002,,,,mean,-1.778988627,,,,,yes,Unknown
1,122,s57,1,0,0,"USA, New Mexico",NorthAmerica,Grassland,most,32.810362,-106.847992,permanent,1,1,1915,1915,1979,1979,64,60,4,12,3.21918,,2.60555,,,,mean,-0.211482883,,,,,yes,Unknown
1,123,s57,1,0,0,"USA, New Mexico",NorthAmerica,Grassland,most,32.810362,-106.847992,permanent,1,1,1915,1915,1979,1979,64,61,1,7,5.0029,,2.72864,,,,mean,-0.606214428,,,,,yes,Unknown
1,124,s58,1,1,1,Sweden,Europe,Forest,most,57.152,14.69,semi-permanent,100,100,1996,1996,2006,2006,10,2,17,17,31.846,5.967842662,29.981,7.960902025,,,mean,-0.060347938,2.531,2.496,0.917,0.9305,yes,Unknown
1,125,s58,1,1,1,Sweden,Europe,Forest,most,58.065,12.311,semi-permanent,100,100,1991,1991,2005,2005,14,2,17,17,27.107,7.545494945,26.026,7.540675519,,,mean,-0.040695959,2.0275,2.25,0.6515,0.6545,yes,Unknown
1,126,s58,1,1,1,Sweden,Europe,Forest,most,59.736,14.9,semi-permanent,100,100,1998,1998,2003,2003,5,2,16,16,22.329,6.18919939,32.394,7.433503913,,,mean,0.372086938,1.7815,2.344,0.693,0.6155,yes,Unknown
1,127,s58,1,1,1,Sweden,Europe,Forest,most,63.823,17.391,semi-permanent,100,100,1999,1999,2004,2004,5,2,32,32,27.261,6.034890916,32.956,6.59041812,,,mean,0.189716229,1.5355,2.356,0.4285,0.527,yes,Unknown
1,128,s59,1,0,0,Sweden,Europe,Wetland,most,58.08333333,12.01666667,semi-permanent,0.25,0.25,1999,1999,2004,2004,5,2,750,750,10.5,,10.8,,,,mean,0.028170877,,,,,no,Climate
1,129,s60,1,0,0,Switzerland,Europe,Wetland,most,46.91666667,6.95,permanent,1,1,1982,1982,1996,1996,14,4,3,3,12.3,,9.4,,,,mean,-0.268889573,,,,,no,Unknown
1,130,s60,1,0,0,Switzerland,Europe,Wetland,most,46.91666667,6.95,permanent,25,25,1982,1982,1996,1996,14,5,3,3,14,,10,,,,mean,-0.336472237,,,,,no,Unknown
1,131,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,9724.323611,9724.323611,1947,1949,2005,2007,58,2,1,1,66,,83,,,,mean,0.229185866,,,,,no,Cessation_grazing
1,132,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,9120.87049,9120.87049,1947,1949,2005,2007,58,2,1,1,63,,99,,,,mean,0.451985124,,,,,no,Cessation_grazing
1,133,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,8114.69,8114.69,1947,1949,2005,2007,58,2,1,1,60,,73,,,,mean,0.196114879,,,,,no,Cessation_grazing
1,134,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,7577.776133,7577.776133,1947,1949,2005,2007,58,2,1,1,44,,63,,,,mean,0.358945092,,,,,no,Cessation_grazing
1,135,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,7433.786233,7433.786233,1947,1949,2005,2007,58,2,1,1,54,,77,,,,mean,0.354821375,,,,,no,Cessation_grazing
1,136,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,7367.738028,7367.738028,1947,1949,2005,2007,58,2,1,1,39,,55,,,,mean,0.343771539,,,,,no,Cessation_grazing
1,137,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,7108.190414,7108.190414,1947,1949,2005,2007,58,2,1,1,47,,72,,,,mean,0.426518517,,,,,no,Cessation_grazing
1,138,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,6398.382912,6398.382912,1947,1949,2005,2007,58,2,1,1,64,,67,,,,mean,0.045809536,,,,,no,Cessation_grazing
1,139,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,6383.794821,6383.794821,1947,1949,2005,2007,58,2,1,1,50,,81,,,,mean,0.482426149,,,,,no,Cessation_grazing
1,140,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,6340.553897,6340.553897,1947,1949,2005,2007,58,2,1,1,48,,58,,,,mean,0.189242,,,,,no,Cessation_grazing
1,141,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,6134.170938,6134.170938,1947,1949,2005,2007,58,2,1,1,29,,49,,,,mean,0.524524468,,,,,no,Cessation_grazing
1,142,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,5663.33168,5663.33168,1947,1949,2005,2007,58,2,1,1,37,,49,,,,mean,0.280902385,,,,,no,Cessation_grazing
1,143,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,5552.201106,5552.201106,1947,1949,2005,2007,58,2,1,1,51,,73,,,,mean,0.358633808,,,,,no,Cessation_grazing
1,144,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,5467.533939,5467.533939,1947,1949,2005,2007,58,2,1,1,48,,83,,,,mean,0.547639597,,,,,no,Cessation_grazing
1,145,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,5210.09291,5210.09291,1947,1949,2005,2007,58,2,1,1,50,,70,,,,mean,0.336472237,,,,,no,Cessation_grazing
1,146,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,5086.97026,5086.97026,1947,1949,2005,2007,58,2,1,1,62,,75,,,,mean,0.190353728,,,,,no,Cessation_grazing
1,147,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,4872.004096,4872.004096,1947,1949,2005,2007,58,2,1,1,28,,59,,,,mean,0.745332934,,,,,no,Cessation_grazing
1,148,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,4469.54487,4469.54487,1947,1949,2005,2007,58,2,1,1,51,,84,,,,mean,0.498991166,,,,,no,Cessation_grazing
1,149,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,4438.07,4438.07,1947,1949,2005,2007,58,2,1,1,56,,57,,,,mean,0.017699577,,,,,no,Cessation_grazing
1,150,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,3778.592522,3778.592522,1947,1949,2005,2007,58,2,1,1,46,,70,,,,mean,0.419853846,,,,,no,Cessation_grazing
1,151,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,3516.8,3516.8,1947,1949,2005,2007,58,2,1,1,37,,68,,,,mean,0.608589793,,,,,no,Cessation_grazing
1,152,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,3397.322632,3397.322632,1947,1949,2005,2007,58,2,1,1,45,,71,,,,mean,0.456017387,,,,,no,Cessation_grazing
1,153,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,3203.166026,3203.166026,1947,1949,2005,2007,58,2,1,1,35,,45,,,,mean,0.251314428,,,,,no,Cessation_grazing
1,154,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,2929.225412,2929.225412,1947,1949,2005,2007,58,2,1,1,30,,58,,,,mean,0.659245629,,,,,no,Cessation_grazing
1,155,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,2784.335425,2784.335425,1947,1949,2005,2007,58,2,1,1,31,,38,,,,mean,0.203598955,,,,,no,Cessation_grazing
1,156,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,2654.448921,2654.448921,1947,1949,2005,2007,58,2,1,1,23,,50,,,,mean,0.776528789,,,,,no,Cessation_grazing
1,157,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,2599.28,2599.28,1947,1949,2005,2007,58,2,1,1,32,,49,,,,mean,0.426084395,,,,,no,Cessation_grazing
1,158,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,2520.457198,2520.457198,1947,1949,2005,2007,58,2,1,1,28,,53,,,,mean,0.638087403,,,,,no,Cessation_grazing
1,159,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,2281.865802,2281.865802,1947,1949,2005,2007,58,2,1,1,57,,40,,,,mean,-0.354171814,,,,,no,Cessation_grazing
1,160,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,1434.135768,1434.135768,1947,1949,2005,2007,58,2,1,1,46,,50,,,,mean,0.083381609,,,,,no,Cessation_grazing
1,161,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,1337.53,1337.53,1947,1949,2005,2007,58,2,1,1,27,,49,,,,mean,0.595983432,,,,,no,Cessation_grazing
1,162,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,919.0837356,919.0837356,1947,1949,2005,2007,58,2,1,1,14,,25,,,,mean,0.579818495,,,,,no,Cessation_grazing
1,163,s61,1,0,0,Finland,Europe,Forest,most,60,21.5,permanent,488.9589858,488.9589858,1947,1949,2005,2007,58,2,1,1,6,,10,,,,mean,0.510825624,,,,,no,Cessation_grazing
1,164,s62,1,0,0,"USA, Tennessee",NorthAmerica,Forest,tree,35.56666667,-83.88333333,permanent,800,800,1977,1985,1995,1995,14,2,24,24,2.75,1.26,6.25,3.69,,,mean,0.820980552,,,,,no,Post-fire
1,165,s62,1,0,0,"USA, Tennessee",NorthAmerica,Forest,tree,35.56666667,-83.88333333,permanent,800,800,1977,1985,1995,1995,14,2,24,24,6.33,1.53,6.33,2.08,,,mean,0,,,,,no,Post-fire
1,166,s62,1,0,0,"USA, Tennessee",NorthAmerica,Forest,tree,35.56666667,-83.88333333,permanent,800,800,1977,1985,1995,1995,14,2,24,24,9,2,8.71,2.06,,,mean,-0.032752786,,,,,no,Post-fire
1,167,s63,1,1,1,Japan,Asia,Grassland,most,40.51666667,141.5666667,permanent,1,6,2003,2003,2011,2011,8,2,31,31,6.7,3.6,5.2,3,,,mean,-0.253448901,1.54,0.83,0.88,0.54,no,Ongoing-disturbance
1,168,s63,1,1,1,Japan,Asia,Grassland,most,40.2,141.7833333,permanent,1,6,2003,2003,2011,2011,8,2,25,26,4.9,3,4.7,1.9,,,mean,-0.041672696,1.24,0.76,0.91,0.53,no,Ongoing-disturbance
1,169,s63,1,1,1,Japan,Asia,Grassland,most,40.08333333,141.8166667,permanent,1,6,2003,2003,2011,2011,8,2,13,16,4.2,3.9,4.4,2.3,,,mean,0.046520016,0.7,0.75,0.69,0.59,no,Ongoing-disturbance
1,170,s63,1,1,1,Japan,Asia,Grassland,most,39.93333333,141.9333333,permanent,1,6,2003,2003,2011,2011,8,2,27,10,5.4,2.7,7.1,2.8,,,mean,0.27369583,1.03,1.22,0.67,0.68,no,Ongoing-disturbance
1,171,s64,1,0,0,"USA, Rhode Island",NorthAmerica,Wetland,most,41.53716667,-71.21666667,semi-permanent,500,500,1998,1998,2009,2009,11,3,18,18,36.22,,40.62,,,,mean,0.114649104,,,,,no,Invasion
1,172,s65,1,0,0,Czech Republic,Europe,Forest,understory,50.33333333,17,semi-permanent,315,315,1941,1944,1994,1999,54,2,22,57,35,,19,,,,mean,-0.610909082,,,,,no,Unknown
1,173,s66,1,0,0,"USA, Wisconsin",NorthAmerica,Grassland,most,43.405047,-89.256592,permanent,0.25,0.25,1980,1980,1989,1989,9,5,20,20,11.5,,11.7,,,,mean,0.017241806,18,18,,,yes,Ongoing-disturbance
1,174,s67,1,0,0,"Canada, Quebec",NorthAmerica,Forest,most,45.56,-73.18,permanent,1,1,1969,1969,1976,1976,7,4,137,137,10.9,3.71,9.9,3.62,,,mean,-0.096228032,,,,,no,Unknown
1,175,s67,1,0,0,"Canada, Quebec",NorthAmerica,Forest,most,45.56,-73.18,permanent,1,1,1969,1969,1976,1976,7,4,90,90,8,3.46,7.2,3.39,,,mean,-0.105360516,,,,,no,Unknown
1,176,s68,1,1,0,"USA, Alaska",NorthAmerica,Tundra,most,71.3,-156.6666667,permanent,0.49,0.49,1995,1995,2000,2000,5,2,24,24,19.3,1.959591794,19.8,,,,mean,0.025576842,2.5,2.4,,,no,Unknown
1,177,s69,1,1,0,"USA, Michigan",NorthAmerica,Grassland,most,42.4,-85.36666667,permanent,1,1,1989,1989,1995,1995,6,7,6,6,5,1.861612205,13,4.874484588,,,mean,0.955511445,0.63,1.46,,,yes,Post-disturbance
1,178,s70,1,0,0,"Canada, Nunavut",NorthAmerica,Tundra,most,78.88333333,-75.91666667,permanent,1,1,1996,1996,2007,2007,11,3,18,18,18.6,1.731690076,15.7,2.813996374,,,mean,-0.169500868,,,,,no,Unknown
1,179,s71,1,0,0,Sweden,Europe,Many,most,59.41666667,17.75,permanent,3850,3850,1731,1731,1992,1992,261,4,1,1,86,,127,,,,mean,0.38983979,,,,,no,Management
1,180,s72,1,0,0,Chile,SouthAmerica,Savanna/Shrubland,herb,-30.681326,-71.66666667,semi-permanent,5625,5625,1989,1989,2007,2007,18,19,4,4,11.297,,10.372,,,,mean,-0.085427336,,,,,yes,Climate
1,181,s73,1,0,0,Sweden,Europe,Wetland,most,57.16666667,14.5,semi-permanent,0.25,0.25,1954,1954,1998,1998,44,2,833,278,8.2,,9.1,,,,mean,0.104140259,,,,,no,Unknown
1,182,s74,1,0,0,Germany,Europe,Wetland,most,54.61666667,8.85,permanent,4,4,1992,1992,2004,2004,12,13,11,11,5,,8.3,,,,mean,0.506817602,,,0.395,0.39,yes,Cessation_grazing
1,183,s74,1,0,0,Germany,Europe,Wetland,most,54.61666667,8.85,permanent,4,4,1992,1992,2004,2004,12,13,8,8,8.1,,8.6,,,,mean,0.059898142,,,0.35,0.21,yes,Cessation_grazing
1,184,s75a,1,1,0,"USA, Colorado",NorthAmerica,Forest,understory,40.03,-105.44,permanent,0.85,0.85,1981,1981,1996,1996,15,2,50,50,36,,38,,,,mean,0.054067221,3.05,3.15,,,no,Post-fire
1,185,s75a,1,1,0,"USA, Colorado",NorthAmerica,Forest,understory,40.03,-105.44,permanent,0.85,0.85,1981,1981,1996,1996,15,2,50,50,40,,41,,,,mean,0.024692613,3.24,3.29,,,no,Post-fire
1,186,s75a,1,1,0,"USA, Colorado",NorthAmerica,Forest,understory,40.03,-105.44,permanent,0.85,0.85,1981,1981,1996,1996,15,2,50,50,45,,29,,,,mean,-0.43936666,3.25,2.92,,,no,Post-disturbance
1,187,s75b,1,1,0,"USA, Colorado",NorthAmerica,Grassland,most,40.03,-105.44,permanent,0.85,0.85,1981,1981,1996,1996,15,2,50,50,41,,35,,,,mean,-0.158224005,3.29,3.18,,,no,Unknown
1,188,s76,1,0,0,Czech Republic,Europe,Grassland,most,49.98333333,12.75,permanent,8,8,1990,1990,2006,2006,16,7,4,4,17.6808,2.133,27.4409,0.64,,,mean,0.439555296,,,,,yes,Unknown
1,189,s77,1,0,0,"USA, Wisconsin",NorthAmerica,Grassland,most,43.275206,-89.621201,semi-permanent,20,20,1950,1950,2005,2005,55,2,10,10,65.2,,69.8,,,,mean,0.068174541,,,,,no,Unknown
1,190,s78a,1,0,0,Netherlands,Europe,Grassland,most,52.05,4.2,permanent,30,30,1952,1952,2004,2004,52,22,15,15,32.5,,27.6,,,,mean,-0.163424317,,,,,yes,Unknown
1,191,s78a,1,0,0,Netherlands,Europe,Grassland,most,52.05,4.2,permanent,30,30,1952,1952,2004,2004,52,22,9,9,33,,26,,,,mean,-0.238411023,,,,,yes,Unknown
1,192,s78b,1,0,0,Netherlands,Europe,Savanna/Shrubland,most,52.05,4.2,permanent,360,360,1952,1952,2004,2004,52,22,11,11,34,,26,,,,mean,-0.268263987,,,,,yes,Unknown
1,193,s79,1,1,0,Belgium,Europe,Forest,understory,51.11666667,3.375,semi-permanent,150,150,1977,1980,1997,1998,19,2,20,20,22.95,,22.75,,,,mean,-0.008752791,2.23,2.23,,,no,Pollution
1,194,s79,1,1,0,Belgium,Europe,Forest,understory,51.11666667,3.375,semi-permanent,150,150,1977,1980,1997,1998,19,2,6,6,10.83,,7.17,,,,mean,-0.412414406,1.92,1.08,,,no,Pollution
1,195,s80,1,1,0,"USA, Arizona",NorthAmerica,Forest,understory,35.189663,-111.674509,permanent,1,1,1912,1938,2007,2007,82,2,82,82,7.7,2.772056675,5.4,3.696075567,,,mean,-0.354821375,1.530394705,1.17557333,,,no,Canopy_closure
1,196,s81,1,0,0,Netherlands,Europe,Wetland,most,53.43333333,5.466666667,permanent,50,150,1953,1953,1990,1990,37,15,17,17,14.9,5.7,8.2,2.2,,,mean,-0.597227059,,,,,yes,Hydrology
1,197,s81,1,0,0,Netherlands,Europe,Wetland,most,53.43333333,5.466666667,permanent,50,250,1954,1954,1990,1990,36,14,10,10,18.4,7.2,11.3,2.5,,,mean,-0.487547939,,,,,yes,Hydrology
1,198,s82,1,1,1,Brazil,SouthAmerica,Savanna/Shrubland,woody,-14.53333333,-51.56666667,permanent,6300,6300,1997,1997,2002,2002,5,2,1,1,72,,71,,,,mean,-0.013986242,3.1,3.13,0.72,0.73,no,Ongoing-fire
1,199,s83,1,0,0,China,Asia,Forest,most,23.16666667,112.1666667,permanent,1,1,2003,2003,2008,2008,5,6,6,6,6.1761,2.133750515,8.3654,1.710723636,,,mean,0.303417147,,,,,yes,Unknown
1,200,s84,1,0,0,China,Asia,Forest,most,23.16666667,112.1666667,permanent,1,1,2003,2003,2008,2008,5,6,6,6,3.832,1.530931089,5.988,3.167190237,,,mean,0.446370606,,,,,yes,Unknown
1,201,s84,1,0,0,China,Asia,Forest,most,23.16666667,112.1666667,permanent,1,1,2003,2003,2008,2008,5,6,6,6,1.808,0.884265797,2.566,1.682799453,,,mean,0.350127004,,,,,yes,Unknown
1,202,s85,1,0,0,Hungary,Europe,Grassland,most,47.46666667,21.95,permanent,4,4,1994,1994,2000,2000,6,7,5,5,21.4,,15.87,,,,mean,-0.298960387,,,,,no,Cessation_grazing
1,203,s85,1,0,0,Hungary,Europe,Grassland,most,47.46666667,21.95,permanent,4,4,1994,1994,2000,2000,6,7,5,5,11.4,,11.27,,,,mean,-0.011469027,,,,,no,Unknown
1,204,s86,1,0,0,United Kingdom,Europe,Grassland,most,53.08333333,-4.033333333,semi-permanent,232,232,1968,1968,2008,2008,40,2,32,32,36.8,3.676955262,23.8,3.563818177,,,mean,-0.435812264,,,,,no,Pollution
1,205,s87,1,0,0,"USA, New Jersey",NorthAmerica,Grassland,most,40.5,-74.56666667,permanent,1,1,1958,1958,1998,1998,40,12,480,480,12.4,,11,,,,mean,-0.1198012,,,,,yes,Post-disturbance
1,206,s88,1,1,1,Brazil,SouthAmerica,Forest,tree,-14.81666667,-52.1,permanent,6000,6000,2003,2003,2008,2008,5,2,1,1,84,,82,,,,mean,-0.024097552,3.34,3.37,0.75,0.76,no,Unknown
1,207,s89,1,0,0,"USA, Wisconsin",NorthAmerica,Grassland,most,43.7,-88.7,permanent,1,1,1940,1949,1999,1999,54.5,2,420,420,10.6,2.3,12.8,3.9,,,mean,0.18859117,,,,,no,Post-fire
1,208,s90,1,0,0,Ireland,Europe,Grassland,most,53,-9.00301,permanent,0.1,0.1,1992,1992,1997,1997,5,6,100,100,9.03957,2.6244,5.85581,1.6412,,,mean,-0.434177276,,,,,yes,Unknown
1,209,s91,0,0,0,Bahamas,Caribbean,Many,most,24.21666667,-76.48333333,permanent,10,6000,1990,1990,2007,2007,17,2,77,77,,,,,-9.43,,mean,,,,,,no,Ongoing-disturbance
1,210,s91,0,0,0,Bahamas,Caribbean,Many,most,24.21666667,-76.48333333,permanent,10,6000,1993,1993,2007,2007,14,2,29,29,,,,,-6.75,,mean,,,,,,no,Ongoing-disturbance
1,211,s91,0,0,0,Bahamas,Caribbean,Many,most,24.21666667,-76.48333333,permanent,10,6000,1990,1990,2007,2007,17,2,46,46,,,,,-9,,mean,,,,,,no,Ongoing-disturbance
1,212,s92,1,0,0,"USA, Tennessee",NorthAmerica,Forest,shrub,35.653321,-85.347573,semi-permanent,50,50,1952,1953,2000,2000,47.5,3,1,1,30,,13,,,,mean,-0.836248024,,,,,no,Post-disturbance
1,213,s93,1,0,0,Puerto Rico,Caribbean,Grassland,most,18.33333,-65.75,permanent,10,10,1995,1995,2005,2005,10,11,25,25,12.1,,38,,,,mean,1.144380707,,,,,yes,Cessation_grazing
1,214,s93,1,0,0,Puerto Rico,Caribbean,Grassland,most,18.33333,-65.75,permanent,10,10,2000,2000,2005,2005,5,6,25,25,30.7,,39.9,,,,mean,0.262113669,,,,,yes,Cessation_grazing
1,215,s93,1,0,0,Puerto Rico,Caribbean,Grassland,most,18.33333,-65.75,permanent,10,10,2000,2000,2005,2005,5,6,25,25,33.7,,40.1,,,,mean,0.173878497,,,,,yes,Cessation_grazing
1,216,s93,1,0,0,Puerto Rico,Caribbean,Grassland,most,18.33333,-65.75,permanent,10,10,2000,2000,2005,2005,5,6,25,25,49.7,,59.7,,,,mean,0.183327087,,,,,yes,Cessation_grazing
1,217,s93,1,0,0,Puerto Rico,Caribbean,Grassland,most,18.33333,-65.75,permanent,10,10,2000,2000,2005,2005,5,6,25,25,49.9,,53.4,,,,mean,0.067789743,,,,,yes,Cessation_grazing
1,218,s94,1,0,0,Germany,Europe,Forest,herb,53.314467,9.337921,permanent,100,400,1986,1988,2008,2009,21.5,2,175,175,28,,31.7,,,,mean,0.124112171,,,,,no,Unknown
1,219,s95,1,0,0,Norway,Europe,Forest,understory,60.08333333,10.8,permanent,1,1,1931,1931,1991,1992,60.5,3,106,106,14.38,4.49,9.03,3.01,,,mean,-0.465285985,,,,,yes,Canopy_closure
1,220,s96,1,0,0,Norway,Europe,Wetland,most,60.66666667,6.466666667,semi-permanent,0.5,0.5,1987,1987,2000,2000,13,12,40,40,6.44,,8.19,,,,mean,0.240385358,,,,,yes,Hydrology
1,221,s97,1,0,0,Norway,Europe,Forest,most,58.96666667,8.966666667,permanent,1,1,1988,1988,1993,1993,5,6,50,50,28.5,,30.9,,,,mean,0.080852097,,,,,no,Unknown
1,222,s97,1,0,0,Norway,Europe,Forest,most,58.96666667,8.966666667,permanent,1,1,1988,1988,1993,1993,5,6,50,50,18.4,,20.2,,,,mean,0.09333194,,,,,no,Unknown
1,223,s97,1,0,0,Norway,Europe,Forest,most,58.96666667,8.966666667,permanent,1,1,1988,1988,1993,1993,5,6,50,50,14.1,,14.1,,,,mean,0,,,,,no,Unknown
1,224,s97,1,0,0,Norway,Europe,Forest,most,58.96666667,8.966666667,permanent,1,1,1988,1988,1993,1993,5,6,50,50,18,,17.1,,,,mean,-0.051293294,,,,,no,Unknown
1,225,s98,1,0,0,"USA, Minnesota",NorthAmerica,Forest,understory,45.425805,-93.199625,permanent,1,1,1983,1983,1997,1997,14,6,100,100,8.0029,,9.4828,,,,mean,0.169675655,,,,,yes,Post-disturbance
1,226,s98,1,0,0,"USA, Minnesota",NorthAmerica,Forest,understory,45.425805,-93.199625,permanent,1,1,1983,1983,1997,1997,14,6,120,120,6.6841,,12.8121,,,,mean,0.650658465,,,,,yes,Post-disturbance
1,227,s99,1,0,0,Greece,Europe,Grassland,most,37.155049,26.851602,permanent,2000,2000,1974,1974,1990,1994,18,2,1,1,13,,15,,,,mean,0.143100844,,,,,no,Unknown
1,228,s99,1,0,0,Greece,Europe,Grassland,most,37.155049,26.851602,permanent,5000,5000,1974,1974,1990,1994,18,2,1,1,12,,9,,,,mean,-0.287682072,,,,,no,Unknown
1,229,s99,1,0,0,Greece,Europe,Grassland,most,37.155049,26.851602,permanent,8000,8000,1974,1974,1990,1994,18,2,1,1,63,,57,,,,mean,-0.100083459,,,,,no,Unknown
1,230,s100,1,0,0,Puerto Rico,Caribbean,Forest,woody,18.360554,-65.702806,permanent,1200,1200,1995,1995,2000,2000,5,2,6,6,17.33333333,4.501851471,15.16666667,3.763863264,,,mean,-0.133531393,,,,,no,Ongoing-disturbance
1,231,s101,1,0,0,Austria,Europe,Grassland,most,47.05,11.08,permanent,1,1,1994,1994,2004,2004,10,2,362,362,11.4,,12.7,,,,mean,0.107988638,,,,,no,Climate
1,232,s102,0,0,0,"Canada, Quebec",NorthAmerica,Wetland,most,47.45,-69.95,semi-permanent,25,25,1965,1966,1998,1998,32.5,2,57,57,,,,,-1.754,32.46428807,mean,,,,,,no,Unknown
1,233,s103,0,1,0,"USA, Virginia",NorthAmerica,Wetland,most,37.649034,-75.620728,semi-permanent,1,1,1974,1974,1987,1987,13,2,34,83,,,,,,,,,0.955,0.951,,,no,Hydrology
1,234,s104,1,0,1,Switzerland,Europe,Grassland,most,49.48333333,7.133333333,semi-permanent,25,25,1981,1981,2002,2004,22,2,69,69,30.7,,33.1,,,,mean,0.075270628,,,0.77,0.86,no,Management
1,235,s104,1,0,1,Switzerland,Europe,Grassland,most,46.63333333,8.033333333,semi-permanent,25,25,1979,1981,2002,2004,23,2,82,82,33.1,,34.9,,,,mean,0.052953547,,,0.72,0.8,no,Management
1,236,s104,1,0,1,Switzerland,Europe,Grassland,most,46.66666667,8.083333333,semi-permanent,100,100,1975,1975,2002,2004,28,2,42,42,34.2,,40.1,,,,mean,0.15915069,,,0.62,0.68,no,Management
1,237,s104,1,0,1,Switzerland,Europe,Grassland,most,46.8,10.3,semi-permanent,25,25,1985,1986,2002,2004,17.5,2,66,66,36.3,,36.2,,,,mean,-0.002758622,,,0.74,0.8,no,Management
1,238,s105,1,0,1,Switzerland,Europe,Grassland,most,46.339343,8.68927,semi-permanent,25,25,1981,1981,2002,2004,22,2,23,23,55,,51.8,,,,mean,-0.059943036,,,0.81,0.86,no,Management
1,239,s105,1,0,1,Switzerland,Europe,Grassland,most,46.339343,8.68927,semi-permanent,25,25,1979,1981,2002,2004,23,2,42,42,48.4,,56,,,,mean,0.145851877,,,0.69,0.76,no,Management
1,240,s105,1,0,1,Switzerland,Europe,Grassland,most,46.339343,8.68927,semi-permanent,100,100,1976,1979,2002,2004,25.5,2,57,57,58.1,,60.1,,,,mean,0.033844178,,,0.78,0.73,no,Management
1,241,s105,1,0,1,Switzerland,Europe,Grassland,most,46.339343,8.68927,semi-permanent,25,25,1985,1985,2002,2004,18,2,29,29,47.1,,58.5,,,,mean,0.216753753,,,0.77,0.79,no,Management
1,242,s106,1,0,0,Australia,Australia,Forest,most,-33.5,116.5,permanent,100,100,1991,1991,1997,1997,6,7,5,5,25.9784,7.121797898,25.2743,6.891538163,,,mean,-0.027477354,,,,,yes,Herbivory_grazing
1,243,s106,1,0,0,Australia,Australia,Forest,most,-33.5,116.5,permanent,100,100,1991,1991,1997,1997,6,7,3,3,34.8408,6.220970785,38.2033,2.223270092,,,mean,0.092132785,,,,,yes,Unknown
1,244,s107a,1,1,0,Belgium,Europe,Grassland,most,50.95,5.45,semi-permanent,100,100,1978,1978,2003,2003,25,2,13,13,5,,4,,,,median,-0.223143551,0.78,1.202,,,no,Herbivory_grazing
1,245,s107a,1,1,0,Belgium,Europe,Grassland,most,50.95,5.45,semi-permanent,100,100,1978,1978,2003,2003,25,2,12,12,16,,17,,,,median,0.060624622,2.172,1.811,,,no,Herbivory_grazing
1,246,s107b,1,1,0,Belgium,Europe,Savanna/Shrubland,most,50.95,5.45,semi-permanent,100,100,1978,1978,2003,2003,25,2,28,28,5,,5.5,,,,median,0.09531018,1.055,0.922,,,no,Herbivory_grazing
1,247,s107b,1,1,0,Belgium,Europe,Savanna/Shrubland,most,50.95,5.45,semi-permanent,100,100,1978,1978,2003,2003,25,2,15,15,8,,9,,,,median,0.117783036,1.448,1.147,,,no,Herbivory_grazing
